#CLLF -> Classic LISA Low Frequency
#Classic LISA curve with the low-frequency shape of Proposed LISA (PL)
#shifted to lower frequencies and splined together with Classic LISA. 
#CL is from Larson et al 2000. 
f	ASD
6.063798000000000243e-01	4.934344999999996334e-19
6.094954999999999679e-01	4.512923000000003870e-19
6.126274000000000441e-01	4.290289999999983990e-19
6.157751999999999670e-01	4.286221000000003387e-19
6.189394000000000284e-01	4.507539000000016680e-19
6.221197000000000532e-01	4.954573999999998062e-19
6.253163999999999945e-01	5.552283999999978452e-19
6.285294000000000159e-01	6.008027999999999351e-19
6.317589999999999595e-01	5.936325999999982829e-19
6.350052999999999948e-01	5.428504000000013304e-19
6.382681000000000049e-01	4.897783999999993798e-19
6.415477000000000540e-01	4.566350999999987736e-19
6.448441999999999785e-01	4.484048999999998018e-19
6.481578000000000062e-01	4.659749000000018391e-19
6.514881999999999618e-01	5.097899999999992726e-19
6.548357000000000205e-01	5.736017999999984611e-19
6.582006000000000245e-01	6.269191999999978220e-19
6.615826000000000207e-01	6.225949000000002592e-19
6.645273999999999903e-01	5.756417999999997036e-19
6.674851000000000534e-01	5.229618999999982334e-19
6.704561999999999466e-01	4.852675999999983014e-19
6.734404000000000501e-01	4.684860999999988233e-19
6.764379000000000364e-01	4.735946999999996860e-19
6.794487999999999639e-01	5.012064000000009186e-19
6.824731000000000547e-01	5.507798999999978800e-19
6.855107999999999757e-01	6.132274000000004514e-19
6.885620000000000074e-01	6.586223000000013861e-19
6.916267999999999860e-01	6.509582999999979038e-19
6.947052999999999701e-01	5.990618999999999893e-19
6.977974999999999595e-01	5.423665000000011384e-19
7.009033999999999542e-01	5.039386000000011389e-19
7.040231000000000128e-01	4.897025999999982127e-19
7.071568000000000298e-01	5.005843999999996981e-19
7.103042999999999996e-01	5.372214000000007613e-19
7.134658999999999862e-01	5.972435999999984249e-19
7.166415999999999897e-01	6.629500999999988772e-19
7.198314999999999575e-01	6.910981000000023770e-19
7.230353999999999948e-01	6.559481999999998420e-19
7.262537000000000020e-01	5.919587000000009692e-19
7.294863000000000319e-01	5.392588999999992761e-19
7.327333000000000318e-01	5.123080000000015460e-19
7.359947000000000017e-01	5.134947000000014921e-19
7.392706999999999473e-01	5.435845999999997376e-19
7.425612000000000323e-01	6.019381000000019401e-19
7.458662999999999821e-01	6.752992999999990133e-19
7.491862000000000243e-01	7.196566999999982886e-19
7.525209000000000481e-01	6.931895999999973519e-19
7.558704000000000534e-01	6.251797000000005823e-19
7.588380999999999599e-01	5.714578999999979444e-19
7.618173000000000306e-01	5.393279000000006429e-19
7.648082999999999965e-01	5.317496999999985496e-19
7.678110000000000213e-01	5.493118000000002836e-19
7.708255000000000523e-01	5.924474999999977290e-19
7.738519000000000370e-01	6.573684000000000034e-19
7.768901000000000279e-01	7.236453999999972549e-19
7.799401999999999724e-01	7.483253000000001068e-19
7.830023999999999873e-01	7.102101999999984329e-19
7.860764000000000085e-01	6.437527000000004179e-19
7.891626000000000474e-01	5.875887000000012960e-19
7.922611000000000514e-01	5.564243999999994526e-19
7.953715000000000090e-01	5.529138000000002934e-19
7.984942999999999902e-01	5.777073999999978663e-19
8.016292000000000417e-01	6.309248000000026165e-19
8.047765000000000057e-01	7.049563999999972344e-19
8.079361000000000459e-01	7.675960000000018203e-19
8.111081999999999459e-01	7.691468999999980331e-19
8.142926999999999804e-01	7.098715000000021395e-19
8.174896000000000384e-01	6.397253000000006423e-19
8.206991000000000147e-01	5.912866999999985433e-19
8.239212999999999676e-01	5.730224999999980231e-19
8.271560999999999497e-01	5.860952000000013470e-19
8.304036999999999669e-01	6.311718000000017301e-19
8.336637999999999549e-01	7.045622999999999453e-19
8.369368999999999836e-01	7.811032999999991284e-19
8.402228000000000474e-01	8.044436000000026072e-19
8.435215999999999825e-01	7.522425999999983772e-19
8.468333999999999584e-01	6.750943999999976240e-19
8.501581000000000277e-01	6.177240000000007007e-19
8.531438999999999551e-01	5.942651999999997982e-19
8.561400999999999595e-01	5.985528000000013530e-19
8.591469000000000467e-01	6.311929999999995271e-19
8.621642000000000472e-01	6.915779999999996106e-19
8.651921999999999668e-01	7.692496000000022650e-19
8.682307999999999693e-01	8.285190999999974567e-19
8.712800000000000544e-01	8.232002000000012883e-19
8.743398999999999477e-01	7.598834999999998671e-19
8.774106999999999879e-01	6.873688999999992145e-19
8.804920999999999998e-01	6.363495999999997790e-19
8.835844000000000475e-01	6.150977000000025337e-19
8.866876000000000202e-01	6.247572999999988704e-19
8.898017000000000287e-01	6.659788000000010088e-19
8.929266999999999621e-01	7.366951000000013109e-19
8.960626000000000424e-01	8.189685000000024111e-19
8.992096000000000533e-01	8.637348000000028629e-19
9.023676999999999948e-01	8.310812000000018706e-19
9.055368000000000306e-01	7.534540000000029821e-19
9.087171000000000554e-01	6.832340999999977325e-19
9.119085000000000107e-01	6.426188000000021784e-19
9.151112000000000135e-01	6.357347999999992421e-19
9.183251000000000053e-01	6.633162000000025171e-19
9.215501999999999860e-01	7.254588999999975612e-19
9.247866999999999615e-01	8.126021999999976489e-19
9.280346000000000428e-01	8.838721000000013445e-19
9.312939000000000078e-01	8.789772999999985084e-19
9.345645000000000202e-01	8.048792999999999832e-19
9.378467000000000331e-01	7.238894000000003368e-19
9.411405000000000465e-01	6.716956999999982631e-19
9.444458000000000020e-01	6.563247000000017944e-19
9.474462999999999635e-01	6.750062000000007578e-19
9.504563000000000317e-01	7.251460000000006518e-19
9.534759000000000428e-01	8.028170000000020776e-19
9.565048999999999912e-01	8.853373000000034188e-19
9.595441999999999583e-01	9.215529999999967248e-19
9.625922000000000089e-01	8.802742999999966457e-19
9.656506000000000256e-01	7.991995999999985889e-19
9.687185999999999853e-01	7.275361000000026564e-19
9.717961000000000515e-01	6.854833999999974652e-19
9.748831999999999498e-01	6.768616000000019097e-19
9.779807000000000361e-01	7.023163999999975127e-19
9.810877999999999544e-01	7.621377999999992774e-19
9.842045000000000377e-01	8.492870000000015114e-19
9.873315999999999759e-01	9.304447999999980768e-19
9.904682999999999682e-01	9.456251999999982506e-19
9.936154999999999848e-01	8.818264000000014787e-19
9.967721999999999971e-01	7.949172999999989148e-19
9.999384000000000050e-01	7.296955999999973678e-19
1.003114999999999979e+00	6.996329999999990258e-19
1.006302000000000030e+00	7.065691000000002935e-19
1.009498999999999924e+00	7.512084999999992180e-19
1.012707000000000024e+00	8.315052000000023970e-19
1.015922999999999909e+00	9.270119999999985306e-19
1.019152000000000058e+00	9.789657999999991608e-19
1.022389999999999910e+00	9.390827000000030866e-19
1.025636999999999910e+00	8.480521999999976221e-19
1.028896000000000033e+00	7.682728000000030007e-19
1.032164999999999999e+00	7.245125999999984293e-19
1.035444000000000031e+00	7.208922000000017977e-19
1.038732999999999906e+00	7.581927000000007697e-19
